labels,multilabels,ru_names,us_names
B65,['B65'],4030:9a92dd1959bde7d0:b5c21711860,4040:6a1d05c6f8a9e658:11ede10a40b5
G01,['G01'],4030:9a92dd1959bde7d0:78c5358059fd,4040:6a1d05c6f8a9e658:11ee3296f211
G06,['G06'],4030:9a92dd1959bde7d0:770811226e9c,4040:6a1d05c6f8a9e658:11ee75747552
F16,['F16'],4030:9a92dd1959bde7d0:d6c9ec552243,4040:6a1d05c6f8a9e658:11f115fcdb63
H04,['H04'],4030:9a92dd1959bde7d0:7447c1aa0148,4040:6a1d05c6f8a9e658:1203d6cb3ad8
A45,['A45'],4030:9a92dd1959bde7d0:c6d61ba4cec2,4040:6a1d05c6f8a9e658:120723f92d4b
C03,['C03'],4030:9a92dd1959bde7d0:c1a95480e3b3,4040:6a1d05c6f8a9e658:12076b5132b9
E21,['E21'],4030:9a92dd1959bde7d0:cf7ea7dafc6f,4040:6a1d05c6f8a9e658:12144acb62b8
G01,['G01'],4030:9a92dd1959bde7d0:7e6501aa4712,4040:6a1d05c6f8a9e658:121604f4b845
G06,['G06'],4030:9a92dd1959bde7d0:ab4efdb86804,4040:6a1d05c6f8a9e658:1216d624ed8d
H02,['H02'],4030:9a92dd1959bde7d0:6dad2297c31a,4040:6a1d05c6f8a9e658:1218744f5678
C01,['C01'],4030:9a92dd1959bde7d0:75399cb2acbe,4040:6a1d05c6f8a9e658:121f2be71aeb
C07,['C07'],4030:9a92dd1959bde7d0:1b2e528097c7,4040:6a1d05c6f8a9e658:12271286eaca
C05,['C05'],4030:9a92dd1959bde7d0:ec4a2ba7f9ac,4040:6a1d05c6f8a9e658:122bc23f0591
G01,"['G01', 'F17']",4030:9a92dd1959bde7d0:b7dc6c587a82,4040:6a1d05c6f8a9e658:122fd0b032ae
H02,['H02'],4030:9a92dd1959bde7d0:54870681798a,4040:6a1d05c6f8a9e658:12335ad4235
H01,['H01'],4030:9a92dd1959bde7d0:ae518eab44e4,4040:6a1d05c6f8a9e658:123549601721
C07,['C07'],4030:9a92dd1959bde7d0:3c5f8e9805b8,4040:6a1d05c6f8a9e658:12387bd4ebdd
A61,['A61'],4030:9a92dd1959bde7d0:78e671d2f028,4040:6a1d05c6f8a9e658:1238a0f14411
G06,['G06'],4030:9a92dd1959bde7d0:7a8ac8649ac6,4040:6a1d05c6f8a9e658:1247658d4bed
B01,['B01'],4030:9a92dd1959bde7d0:ac72e80fe924,4040:6a1d05c6f8a9e658:12506c922118
A61,['A61'],4030:9a92dd1959bde7d0:387d5fb0abc5,4040:6a1d05c6f8a9e658:125a0505d83a
F16,"['F16', 'B60']",4030:9a92dd1959bde7d0:4fce6ba7f662,4040:6a1d05c6f8a9e658:125b4519b181
H04,['H04'],4030:9a92dd1959bde7d0:bee581cb150b,4040:6a1d05c6f8a9e658:125fbbff4cb6
H04,['H04'],4030:9a92dd1959bde7d0:4a7f6414457d,4040:6a1d05c6f8a9e658:1278011daa3d
B01,['B01'],4030:9a92dd1959bde7d0:9459dd783cd4,4040:6a1d05c6f8a9e658:128f6d2281c7
H04,['H04'],4030:9a92dd1959bde7d0:ced90fdd9c46,4040:6a1d05c6f8a9e658:12a01898ff3c
E21,['E21'],4030:9a92dd1959bde7d0:92f65ea8f72a,4040:6a1d05c6f8a9e658:12aa03d29c0c
E21,['E21'],4030:9a92dd1959bde7d0:411e6c308469,4040:6a1d05c6f8a9e658:12af6fff44c8
G06,['G06'],4030:9a92dd1959bde7d0:dbbaaa58098e,4040:6a1d05c6f8a9e658:12b378047e1b
B26,['B26'],4030:9a92dd1959bde7d0:55301fd4eb33,4040:6a1d05c6f8a9e658:12b628edad15
C02,['C02'],4030:9a92dd1959bde7d0:1d2e30b494fa,4040:6a1d05c6f8a9e658:12ba88f71769
B29,['B29'],4030:9a92dd1959bde7d0:47c2fb5b7982,4040:6a1d05c6f8a9e658:12cc57d08cd5
F16,"['F16', 'C08']",4030:9a92dd1959bde7d0:66e53dce7895,4040:6a1d05c6f8a9e658:12cda937474
E21,['E21'],4030:9a92dd1959bde7d0:3ad35789670e,4040:6a1d05c6f8a9e658:12d370ba87a3
B32,['B32'],4030:9a92dd1959bde7d0:e77d2c988ac6,4040:6a1d05c6f8a9e658:12d8b5740bc7
F04,['F04'],4030:9a92dd1959bde7d0:fc1e56cbabd1,4040:6a1d05c6f8a9e658:12e120440238
H04,"['A63', 'H04']",4030:9a92dd1959bde7d0:7b6f13c56b9a,4040:6a1d05c6f8a9e658:12e44127857e
E02,['E02'],4030:9a92dd1959bde7d0:d63e368c0d56,4040:6a1d05c6f8a9e658:12e4a987fbe0
G06,['G06'],4030:9a92dd1959bde7d0:dbd7137ad305,4040:6a1d05c6f8a9e658:12ecb0bcaec8
A01,['A01'],4030:9a92dd1959bde7d0:2730c747cd52,4040:6a1d05c6f8a9e658:12f620fb2ecd
A45,['A45'],4030:9a92dd1959bde7d0:4a184bb3e1e6,4040:6a1d05c6f8a9e658:12fa2ad802b
A61,['A61'],4030:9a92dd1959bde7d0:60c741c9c563,4040:6a1d05c6f8a9e658:12fcd3469096
H04,['H04'],4030:9a92dd1959bde7d0:e7ec2d99367e,4040:6a1d05c6f8a9e658:130088bb2ebb
A61,['A61'],4030:9a92dd1959bde7d0:807d33b0a588,4040:6a1d05c6f8a9e658:130152aaae71
B64,['B64'],4030:9a92dd1959bde7d0:9ab5a5c6ad70,4040:6a1d05c6f8a9e658:13032d42f029
H03,['H03'],4030:9a92dd1959bde7d0:2a1c18de696d,4040:6a1d05c6f8a9e658:130df47a60ae
B65,['B65'],4030:9a92dd1959bde7d0:5328a79fd97a,4040:6a1d05c6f8a9e658:13155aa73049
B05,['B05'],4030:9a92dd1959bde7d0:94269383ded0,4040:6a1d05c6f8a9e658:131928315ac4
C07,"['C07', 'C08']",4030:9a92dd1959bde7d0:ff232cf2dd5e,4040:6a1d05c6f8a9e658:1326f1b8c5f
H04,['H04'],4030:9a92dd1959bde7d0:60ecea3714bc,4040:6a1d05c6f8a9e658:1328e53aef84
G06,['G06'],4030:9a92dd1959bde7d0:5e2cc4bb0c5d,4040:6a1d05c6f8a9e658:132ec923553b
H04,['H04'],4030:9a92dd1959bde7d0:7ae42a017f41,4040:6a1d05c6f8a9e658:133170d80eee
B03,['B03'],4030:9a92dd1959bde7d0:b08ab47d9555,4040:6a1d05c6f8a9e658:1333020a5d0d
A61,['A61'],4030:9a92dd1959bde7d0:8f22b8f0da53,4040:6a1d05c6f8a9e658:133527c88979
G02,['G02'],4030:9a92dd1959bde7d0:3b518f62079c,4040:6a1d05c6f8a9e658:1338fb0fcaf3
C22,['C22'],4030:9a92dd1959bde7d0:89fa23d836e0,4040:6a1d05c6f8a9e658:1340c1860ac6
A61,['A61'],4030:9a92dd1959bde7d0:b24c6e9bda82,4040:6a1d05c6f8a9e658:134ad330445b
C07,['C07'],4030:9a92dd1959bde7d0:2af671f0d3a9,4040:6a1d05c6f8a9e658:1353a7fe150a
B65,['B65'],4030:9a92dd1959bde7d0:799fafa82a12,4040:6a1d05c6f8a9e658:1353aa9dc283
G08,['G08'],4030:9a92dd1959bde7d0:5698162b6ba1,4040:6a1d05c6f8a9e658:1355175e1d53
F02,['F02'],4030:9a92dd1959bde7d0:e5aaf926776d,4040:6a1d05c6f8a9e658:135b24cb5600
C09,['C09'],4030:9a92dd1959bde7d0:a4795ca2fb62,4040:6a1d05c6f8a9e658:135b8d6a9ffd
B01,['B01'],4030:9a92dd1959bde7d0:c3835ea19172,4040:6a1d05c6f8a9e658:13601eb89e21
A61,['A61'],4030:9a92dd1959bde7d0:65160ffcf4bb,4040:6a1d05c6f8a9e658:136a0c57583f
B28,['B28'],4030:9a92dd1959bde7d0:68ccfecf3585,4040:6a1d05c6f8a9e658:136d2aa2bd60
G06,['G06'],4030:9a92dd1959bde7d0:f21b2e9f7c8b,4040:6a1d05c6f8a9e658:1372438fce37
G03,['G03'],4030:9a92dd1959bde7d0:50a072a67478,4040:6a1d05c6f8a9e658:137c7d50fe44
C08,['C08'],4030:9a92dd1959bde7d0:bdde40e4b09,4040:6a1d05c6f8a9e658:1388b9dd5428
C12,['C12'],4030:9a92dd1959bde7d0:1b6a0d8d1084,4040:6a1d05c6f8a9e658:138d0eab33ea
B22,['B22'],4030:9a92dd1959bde7d0:500b125a3b35,4040:6a1d05c6f8a9e658:138d3bcd63b0
A61,['A61'],4030:9a92dd1959bde7d0:7481fc1dd44c,4040:6a1d05c6f8a9e658:13932c319919
B65,['B65'],4030:9a92dd1959bde7d0:951ec2266ec5,4040:6a1d05c6f8a9e658:139890a990a1
F16,['F16'],4030:9a92dd1959bde7d0:c7ed82896854,4040:6a1d05c6f8a9e658:13a66238d810
C08,['C08'],4030:9a92dd1959bde7d0:e7397364ced3,4040:6a1d05c6f8a9e658:13a819220034
C22,['C22'],4030:9a92dd1959bde7d0:50ad10e4a717,4040:6a1d05c6f8a9e658:13ae0009ae47
C07,['C07'],4030:9a92dd1959bde7d0:6a8a21d92d06,4040:6a1d05c6f8a9e658:13bb313b5d94
A61,"['C07', 'A61']",4030:9a92dd1959bde7d0:e579d9ec3e98,4040:6a1d05c6f8a9e658:13da9585cb1b
C07,['C07'],4030:9a92dd1959bde7d0:59b20f68a6ca,4040:6a1d05c6f8a9e658:13db99d1371e
C08,['C08'],4030:9a92dd1959bde7d0:b8e121b338e0,4040:6a1d05c6f8a9e658:13e55c0ede3d
G01,['G01'],4030:9a92dd1959bde7d0:b21f9b38dc60,4040:6a1d05c6f8a9e658:13e86a4ede7c
G06,['G06'],4030:9a92dd1959bde7d0:114816bb05db,4040:6a1d05c6f8a9e658:13ec99b50ff9
H04,['H04'],4030:9a92dd1959bde7d0:4ab37679761c,4040:6a1d05c6f8a9e658:13ed315f593c
G01,['G01'],4030:9a92dd1959bde7d0:18b656f200cd,4040:6a1d05c6f8a9e658:13efd98d732b
F02,"['C10', 'F02', 'F28']",4030:9a92dd1959bde7d0:3f82edeffbd7,4040:6a1d05c6f8a9e658:13f8381967a6
H01,['H01'],4030:9a92dd1959bde7d0:722dd1d3c3e8,4040:6a1d05c6f8a9e658:13fbd382fe55
F16,['F16'],4030:9a92dd1959bde7d0:62bbeae91ff0,4040:6a1d05c6f8a9e658:1400c0f65f35
H04,['H04'],4030:9a92dd1959bde7d0:5a87bb3137cb,4040:6a1d05c6f8a9e658:14018fd16cfc
H04,['H04'],4030:9a92dd1959bde7d0:1c30a302077f,4040:6a1d05c6f8a9e658:1401ff57dd53
C09,['C09'],4030:9a92dd1959bde7d0:5813341fd9a1,4040:6a1d05c6f8a9e658:14050a6a3f6f
B22,['B22'],4030:9a92dd1959bde7d0:a9120ed21463,4040:6a1d05c6f8a9e658:140e642b0115
B23,['B23'],4030:9a92dd1959bde7d0:753e687e141d,4040:6a1d05c6f8a9e658:141a5b197a3d
B65,['B65'],4030:9a92dd1959bde7d0:10ac86476a61,4040:6a1d05c6f8a9e658:141ac8c35358
H04,['H04'],4030:9a92dd1959bde7d0:df10414fcd6c,4040:6a1d05c6f8a9e658:1427da1f5ec4
G01,['G01'],4030:9a92dd1959bde7d0:4778ea795388,4040:6a1d05c6f8a9e658:142831cdb957
F25,['F25'],4030:9a92dd1959bde7d0:1666c9098d55,4040:6a1d05c6f8a9e658:142ad2cb88f1
C22,"['B21', 'C22']",4030:9a92dd1959bde7d0:47523170632d,4040:6a1d05c6f8a9e658:143ef989f1e
G06,['G06'],4030:9a92dd1959bde7d0:49751d9a9c7c,4040:6a1d05c6f8a9e658:143f4a5619e4
A61,"['C07', 'C12', 'A61']",4030:9a92dd1959bde7d0:422c8f08de9,4040:6a1d05c6f8a9e658:1443b43c645a
A23,['A23'],4030:9a92dd1959bde7d0:f39d863f33fe,4040:6a1d05c6f8a9e658:144c2bae425b
A61,['A61'],4030:9a92dd1959bde7d0:38635ebe117f,4040:6a1d05c6f8a9e658:144f31c9080
A62,['A62'],4030:9a92dd1959bde7d0:d3829ca5abf6,4040:6a1d05c6f8a9e658:14552614d034
A61,['A61'],4030:9a92dd1959bde7d0:788c6aaec12f,4040:6a1d05c6f8a9e658:145c379b799f
G01,['G01'],4030:9a92dd1959bde7d0:7eabf9da4f9e,4040:6a1d05c6f8a9e658:145cafe811aa
B65,['B65'],4030:9a92dd1959bde7d0:43b27fb62388,4040:6a1d05c6f8a9e658:145fe6777ca4
E21,['E21'],4030:9a92dd1959bde7d0:b01fe687c368,4040:6a1d05c6f8a9e658:1460f992cd01
G09,['G09'],4030:9a92dd1959bde7d0:eb4a48104ed7,4040:6a1d05c6f8a9e658:146b7d559008
G02,['G02'],4030:9a92dd1959bde7d0:f0122e9e0158,4040:6a1d05c6f8a9e658:146cb8aacaa7
G02,['G02'],4030:9a92dd1959bde7d0:e7a1d937031a,4040:6a1d05c6f8a9e658:1479ffac056c
G06,['G06'],4030:9a92dd1959bde7d0:aa60ad82ca85,4040:6a1d05c6f8a9e658:147ac6bd75f6
G01,['G01'],4030:9a92dd1959bde7d0:2bbfa9603337,4040:6a1d05c6f8a9e658:148245b44b02
F16,['F16'],4030:9a92dd1959bde7d0:b9653cbbd279,4040:6a1d05c6f8a9e658:14851a66a61e
G06,['G06'],4030:9a92dd1959bde7d0:b768be7ae6cc,4040:6a1d05c6f8a9e658:14855b3f11ff
G09,['G09'],4030:9a92dd1959bde7d0:f9223c4f87e1,4040:6a1d05c6f8a9e658:148f397f6cde
B21,['B21'],4030:9a92dd1959bde7d0:26590f5dce3c,4040:6a1d05c6f8a9e658:149ad340b5bc
G06,['G06'],4030:9a92dd1959bde7d0:a94d0da4c86a,4040:6a1d05c6f8a9e658:14abce9f5d1e
H04,['H04'],4030:9a92dd1959bde7d0:be47212740a7,4040:6a1d05c6f8a9e658:14af5bd78aa
H01,['H01'],4030:9a92dd1959bde7d0:15ac60c5777f,4040:6a1d05c6f8a9e658:14b2b1dd8786
E21,['E21'],4030:9a92dd1959bde7d0:6f46966e9943,4040:6a1d05c6f8a9e658:14bbdfc4ca4d
A23,['A23'],4030:9a92dd1959bde7d0:935bf848f892,4040:6a1d05c6f8a9e658:14c723d1064b
F16,['F16'],4030:9a92dd1959bde7d0:365decda12b1,4040:6a1d05c6f8a9e658:14ca59803ee5
C03,['C03'],4030:9a92dd1959bde7d0:bdd50358b35a,4040:6a1d05c6f8a9e658:14d9e23ff5dc
B01,['B01'],4030:9a92dd1959bde7d0:f684690960fb,4040:6a1d05c6f8a9e658:14e008f7721
B65,['B65'],4030:9a92dd1959bde7d0:9254a370e6c7,4040:6a1d05c6f8a9e658:14e76f609f7e
H01,['H01'],4030:9a92dd1959bde7d0:16b1225d55fc,4040:6a1d05c6f8a9e658:14f1f9db96e2
G06,['G06'],4030:9a92dd1959bde7d0:b95c69b6e5c1,4040:6a1d05c6f8a9e658:14f7acbba154
C23,['C23'],4030:9a92dd1959bde7d0:35a89d0c48d0,4040:6a1d05c6f8a9e658:14fa9306e54a
A63,['A63'],4030:9a92dd1959bde7d0:52c485054969,4040:6a1d05c6f8a9e658:1504156ab5d7
G01,['G01'],4030:9a92dd1959bde7d0:39283812b6ad,4040:6a1d05c6f8a9e658:150b1db32230
F25,['F25'],4030:9a92dd1959bde7d0:8e5a92f396ef,4040:6a1d05c6f8a9e658:150b53f900f5
G06,['G06'],4030:9a92dd1959bde7d0:f65df1252ea7,4040:6a1d05c6f8a9e658:1510c2d18469
A61,['A61'],4030:9a92dd1959bde7d0:cf250fd21f36,4040:6a1d05c6f8a9e658:151a7bcba3e4
B26,['B26'],4030:9a92dd1959bde7d0:d4c1fa3a79a9,4040:6a1d05c6f8a9e658:151cfa9300bf
H04,['H04'],4030:9a92dd1959bde7d0:834b29f81887,4040:6a1d05c6f8a9e658:151dceccb76d
C10,['C10'],4030:9a92dd1959bde7d0:c94a37034a7b,4040:6a1d05c6f8a9e658:151fb882441f
A46,['A46'],4030:9a92dd1959bde7d0:6572084870f4,4040:6a1d05c6f8a9e658:152b1c43503
H04,['H04'],4030:9a92dd1959bde7d0:444778df4050,4040:6a1d05c6f8a9e658:1535947fe700
B01,['B01'],4030:9a92dd1959bde7d0:f8a5e69a58ea,4040:6a1d05c6f8a9e658:15433d14fc73
other,['other'],4030:9a92dd1959bde7d0:6128167518fd,4040:6a1d05c6f8a9e658:15455493a167
A61,"['A61', 'C08']",4030:9a92dd1959bde7d0:2cf3451b2bfa,4040:6a1d05c6f8a9e658:15515ce11ec5
H04,['H04'],4030:9a92dd1959bde7d0:73a4b9dc492b,4040:6a1d05c6f8a9e658:1563787fda25
B01,['B01'],4030:9a92dd1959bde7d0:c89d78956eac,4040:6a1d05c6f8a9e658:1564b944ebb4
G06,['G06'],4030:9a92dd1959bde7d0:78b10cb376e4,4040:6a1d05c6f8a9e658:1567c7e6532c
A63,['A63'],4030:9a92dd1959bde7d0:d20e9ddf0d18,4040:6a1d05c6f8a9e658:156ac74c6dd
F16,['F16'],4030:9a92dd1959bde7d0:d9112dfb62f8,4040:6a1d05c6f8a9e658:156c3749a6b6
H04,['H04'],4030:9a92dd1959bde7d0:a742a2a28010,4040:6a1d05c6f8a9e658:157328024ba9
G06,['G06'],4030:9a92dd1959bde7d0:fb19668d47d5,4040:6a1d05c6f8a9e658:1581f7ab5e0e
A61,['A61'],4030:9a92dd1959bde7d0:72de58fa932c,4040:6a1d05c6f8a9e658:1583589b2742
F28,['F28'],4030:9a92dd1959bde7d0:eb13a412132b,4040:6a1d05c6f8a9e658:1585e57ecc57
B29,['B29'],4030:9a92dd1959bde7d0:b4856ba1a6ae,4040:6a1d05c6f8a9e658:159bfb043910
B32,['B32'],4030:9a92dd1959bde7d0:1166116d4e3f,4040:6a1d05c6f8a9e658:15a5ec3003c8
A61,"['C07', 'A61']",4030:9a92dd1959bde7d0:8fbdef47f1b9,4040:6a1d05c6f8a9e658:15a79ea85387
C10,['C10'],4030:9a92dd1959bde7d0:b3ed01feff66,4040:6a1d05c6f8a9e658:15af163725e8
H04,['H04'],4030:9a92dd1959bde7d0:ff27299b0ce4,4040:6a1d05c6f8a9e658:15af6d1af987
G06,['G06'],4030:9a92dd1959bde7d0:ff4299020465,4040:6a1d05c6f8a9e658:15b3324f1dde
F16,['F16'],4030:9a92dd1959bde7d0:195ea31f6fcb,4040:6a1d05c6f8a9e658:15c4a4888a67
A61,['A61'],4030:9a92dd1959bde7d0:db409f6682b8,4040:6a1d05c6f8a9e658:15cb0346e8bf
H04,['H04'],4030:9a92dd1959bde7d0:551f68f5315d,4040:6a1d05c6f8a9e658:15d07e756283
C08,['C08'],4030:9a92dd1959bde7d0:5aecbbf6a784,4040:6a1d05c6f8a9e658:15d617a4d999
B23,['B23'],4030:9a92dd1959bde7d0:2639305418ce,4040:6a1d05c6f8a9e658:15db2a652e4c
G06,['G06'],4030:9a92dd1959bde7d0:7e7fca00c0c,4040:6a1d05c6f8a9e658:15dbcdd6880e
H04,['H04'],4030:9a92dd1959bde7d0:228430c1fd37,4040:6a1d05c6f8a9e658:15e260ef8b38
F02,['F02'],4030:9a92dd1959bde7d0:64eb2b1beea8,4040:6a1d05c6f8a9e658:15e674da48bf
H04,['H04'],4030:9a92dd1959bde7d0:c548d3e3d7bd,4040:6a1d05c6f8a9e658:15e84541927c
B01,"['B01', 'C10']",4030:9a92dd1959bde7d0:a82c7a0f47aa,4040:6a1d05c6f8a9e658:15ebefdc95b0
G06,['G06'],4030:9a92dd1959bde7d0:44f1def0ee2b,4040:6a1d05c6f8a9e658:15f588d2b4a7
F23,['F23'],4030:9a92dd1959bde7d0:783f4315c539,4040:6a1d05c6f8a9e658:1601be80ae0d
B23,['B23'],4030:9a92dd1959bde7d0:5ae81b21d482,4040:6a1d05c6f8a9e658:1602feb4d9f2
C08,['C08'],4030:9a92dd1959bde7d0:f1529762267a,4040:6a1d05c6f8a9e658:1605a8b8d3ea
A61,['A61'],4030:9a92dd1959bde7d0:3ac561b38e0,4040:6a1d05c6f8a9e658:1609363947c6
A61,['A61'],4030:9a92dd1959bde7d0:de502e541eda,4040:6a1d05c6f8a9e658:160a9ca31a67
C22,['C22'],4030:9a92dd1959bde7d0:253e0aa7e45a,4040:6a1d05c6f8a9e658:160f8698d4d3
C03,['C03'],4030:9a92dd1959bde7d0:523c0acc279e,4040:6a1d05c6f8a9e658:16107ad6f7c9
H04,['H04'],4030:9a92dd1959bde7d0:fc477f91a083,4040:6a1d05c6f8a9e658:161bc0df703e
B01,['B01'],4030:9a92dd1959bde7d0:362e00e757b9,4040:6a1d05c6f8a9e658:161cdace1da8
B60,['B60'],4030:9a92dd1959bde7d0:b9cd5c407fd4,4040:6a1d05c6f8a9e658:16201d35133b
G01,['G01'],4030:9a92dd1959bde7d0:e0d2c57c01cc,4040:6a1d05c6f8a9e658:1622cf9140b3
C07,['C07'],4030:9a92dd1959bde7d0:b0af766a3c2f,4040:6a1d05c6f8a9e658:1627055b87cf
B60,['B60'],4030:9a92dd1959bde7d0:7ffdc34c8a7b,4040:6a1d05c6f8a9e658:1629a5340e5b
